group_title,post_id,post_time,user_name,user_id,user_profile_url,text,ocr_text,price,likes_count,comments_count,shares_count,is_video,post_url,image_urls,group_url
Jual Beli Bawang Goreng Indonesia (JUBAGORIN),2720647125003875,2026-07-29T21:52:27.000Z,Irfan Fauzi,100000404948462,https://www.facebook.com/100000404948462,Hari ini menandai 9 tahun Jual Beli Bawang Goreng Indonesia (JUBAGORIN)! Terima kasih semuanya sudah membantu menjaga komunitas ini tetap kuat.,May be a doodle of one or more people and text,,0,0,0,False,https://www.facebook.com/groups/404302279971716/permalink/2720647125003875/,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/761064138_27901546529442138_2703767396393992170_n.jpg?stp=dst-jpg_tt6&cstp=mx1125x1125&ctp=p526x296&_nc_cat=110&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=N8NXjhSm67oQ7kNvwE8EXfI&_nc_oc=AdoRX2OAhvnFhXS9YFqQwsBFFwd-vKS5bmiFlkfNQ-3A5pPcMBCL8pBTMyXZ-q5kkJ8&_nc_zt=23&_nc_ht=scontent-iad3-1.xx&_nc_gid=8jf72uTimdyWR6ZN6W8IkQ&_nc_ss=72289&oh=00_AQEjMI70l6HjTyx7557ztIgyRNJUMM1vxG8JWF3hzRjvlg&oe=6A7081EC,https://web.facebook.com/groups/404302279971716
Jual Beli Bawang Goreng Indonesia (JUBAGORIN),2720241241711130,2026-07-29T12:46:07.000Z,Produsen Wajan,100005492205365,https://www.facebook.com/100005492205365,"Wajan anti bocor siap tampung untuk masak kapasitas 50 kg bisa untuk bawang goreng keripik krupuk snack gula dodol dll
Minat inbox saja 089528379069
#produsenwajanindustri
#wajanbandung",May be an image of water heater,,0,0,0,False,https://www.facebook.com/groups/404302279971716/permalink/2720241241711130/,https://www.facebook.com/produsenwajanindustri/posts/pfbid05uKX9wQ6xvDQeDqsfVLsaSegj7wopu5ezQgjsPbWxcXFG36e438WHAX9NN5GG4Q2l | https://scontent-iad3-1.xx.fbcdn.net/v/t39.99422-6/758964486_1593179918537842_3781531420573078922_n.png?stp=dst-jpg_tt6&cstp=mx896x1195&ctp=s590x590&_nc_cat=104&ccb=1-7&_nc_sid=833d8c&_nc_ohc=XwSrM-kektsQ7kNvwEXVfsl&_nc_oc=Adp3sZENQYNMEkr2yV7Rmqr6On-W27Wzph57xi4QYzynMT8hIZ674zelKeWKow3L0hs&_nc_zt=14&_nc_ht=scontent-iad3-1.xx&_nc_gid=8jf72uTimdyWR6ZN6W8IkQ&_nc_ss=72289&oh=00_AQGO2gzSN1OxVaZcmqNI4KDXNgM0R5GyjFd_gssIpQD9Gw&oe=6A708C36 | https://scontent-iad3-1.xx.fbcdn.net/v/t39.99422-6/758809156_1389338489713074_2922608380284887138_n.png?stp=dst-jpg_tt6&cstp=mx896x1195&ctp=s590x590&_nc_cat=108&ccb=1-7&_nc_sid=833d8c&_nc_ohc=d6BrlmFwJQ4Q7kNvwEWWEww&_nc_oc=AdrEE_gHkUi4oQPuYj9ibet8No3zJ4M7bDYUMRABZmjc-jn6K-WgEKMipzTULmDo6TQ&_nc_zt=14&_nc_ht=scontent-iad3-1.xx&_nc_gid=8jf72uTimdyWR6ZN6W8IkQ&_nc_ss=72289&oh=00_AQHHLJ8uJzP4wGWpa-Ip3slmeDHi1rFU9qqqmg0hM5gtbw&oe=6A706828,https://web.facebook.com/groups/404302279971716
Jual Beli Bawang Goreng Indonesia (JUBAGORIN),2720241045044483,2026-07-29T12:45:51.000Z,Produsen Wajan,100005492205365,https://www.facebook.com/100005492205365,"Wajan anti bocor siap tampung untuk masak kapasitas 50 kg bisa untuk bawang goreng keripik krupuk snack gula dodol dll
Minat inbox saja 089528379069
#produsenwajanindustri
#wajanbandung",May be an image of water heater,,0,0,0,False,https://www.facebook.com/groups/404302279971716/permalink/2720241045044483/,https://www.facebook.com/produsenwajanindustri/posts/pfbid05uKX9wQ6xvDQeDqsfVLsaSegj7wopu5ezQgjsPbWxcXFG36e438WHAX9NN5GG4Q2l | https://scontent-iad3-1.xx.fbcdn.net/v/t39.99422-6/758964486_1593179918537842_3781531420573078922_n.png?stp=dst-jpg_tt6&cstp=mx896x1195&ctp=s590x590&_nc_cat=104&ccb=1-7&_nc_sid=833d8c&_nc_ohc=XwSrM-kektsQ7kNvwEXVfsl&_nc_oc=Adp3sZENQYNMEkr2yV7Rmqr6On-W27Wzph57xi4QYzynMT8hIZ674zelKeWKow3L0hs&_nc_zt=14&_nc_ht=scontent-iad3-1.xx&_nc_gid=8jf72uTimdyWR6ZN6W8IkQ&_nc_ss=72289&oh=00_AQGO2gzSN1OxVaZcmqNI4KDXNgM0R5GyjFd_gssIpQD9Gw&oe=6A708C36 | https://scontent-iad3-1.xx.fbcdn.net/v/t39.99422-6/758809156_1389338489713074_2922608380284887138_n.png?stp=dst-jpg_tt6&cstp=mx896x1195&ctp=s590x590&_nc_cat=108&ccb=1-7&_nc_sid=833d8c&_nc_ohc=d6BrlmFwJQ4Q7kNvwEWWEww&_nc_oc=AdrEE_gHkUi4oQPuYj9ibet8No3zJ4M7bDYUMRABZmjc-jn6K-WgEKMipzTULmDo6TQ&_nc_zt=14&_nc_ht=scontent-iad3-1.xx&_nc_gid=8jf72uTimdyWR6ZN6W8IkQ&_nc_ss=72289&oh=00_AQHHLJ8uJzP4wGWpa-Ip3slmeDHi1rFU9qqqmg0hM5gtbw&oe=6A706828,https://web.facebook.com/groups/404302279971716
Bawang Goreng Nusantara,27434354919524467,2026-07-30T01:26:59.000Z,Tukangwajan,100062344346474,https://www.facebook.com/100062344346474,"Agar hasil Maksimal gunakan wajan yang Berkualitas ⬇️
Wajan Penggorengan untuk ukuran mulai dari Diameter 80cm sampai 120cm, bahan Stainless dan Besi ada Boooskuh, bisa custom order sesuai kebutuhan...
.
Info pemesanan bisa lanjut inbox atau wa 081298569548 lokasi Bandung",May be an image of water heater | May be an image of foundry | May be an image of foundry and text that says 'Ukuran wajan dari 80 cm- 115 m-115 1 cm... Bisa Custom',,0,0,0,False,https://www.facebook.com/groups/4703268329726449/permalink/27434354919524467/,https://www.facebook.com/media/set/?set=pcb.27434354919524467&type=1 | https://scontent-ord5-2.xx.fbcdn.net/v/t39.99422-6/759955110_905579562011781_3272614573865598778_n.png?stp=dst-jpg_tt6&cstp=mx720x960&ctp=s590x590&_nc_cat=102&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=HjPyktqdUtcQ7kNvwFfsybh&_nc_oc=AdreRnCo4WQomEnl5OrYP9AGNQVyB-cIuTnrWnZLYlyQ0k0fv2UBaC8J-S6sXeD8IGo&_nc_zt=14&_nc_ht=scontent-ord5-2.xx&_nc_gid=3FDhUTfRq0CUcRQqMA3Q9g&_nc_ss=72289&oh=00_AQGF2gBk3REW8ySqfBuUgDWC9hsPGnNaN6wWz-rFJHjKSA&oe=6A7095B2 | https://scontent-ord5-1.xx.fbcdn.net/v/t39.99422-6/760472501_28204216305837408_3075236387802131050_n.png?stp=dst-jpg_tt6&cstp=mx708x946&ctp=s590x590&_nc_cat=108&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=SrH7K5wGjXkQ7kNvwFb9U3p&_nc_oc=AdrgktN5eiz8SGX129RMlueaPM9NF0EkuCH4Luppx9BRvbAtVPShyKZi3Y7r277GZEM&_nc_zt=14&_nc_ht=scontent-ord5-1.xx&_nc_gid=3FDhUTfRq0CUcRQqMA3Q9g&_nc_ss=72289&oh=00_AQH_33Co_eYqmtXPneBK-lCcTSZemMiPzO54dsjPjF00rw&oe=6A706E13 | https://scontent-ord5-3.xx.fbcdn.net/v/t39.99422-6/760523114_2136593203933964_625013706720195108_n.png?stp=dst-jpg_tt6&cstp=mx720x1280&ctp=s590x590&_nc_cat=100&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=BbDN9KPn9cUQ7kNvwGGEXRL&_nc_oc=AdqFnx2KCjUt7VWqKM4FqxVI89sr8OHfs5V3MVuWFbFqfwsoh8U-EwW8JzYdclW_3sk&_nc_zt=14&_nc_ht=scontent-ord5-3.xx&_nc_gid=3FDhUTfRq0CUcRQqMA3Q9g&_nc_ss=72289&oh=00_AQHlWRmMPOuBeYQGhut4VHo-gOpZPvtd9FYWJw1GrMvtBA&oe=6A7068D9 | https://scontent-ord5-1.xx.fbcdn.net/v/t39.99422-6/759824004_2081998802352769_2689462768671159151_n.png?stp=dst-jpg_tt6&cstp=mx720x960&ctp=s590x590&_nc_cat=107&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=A8IvwK4FCuQQ7kNvwFD2598&_nc_oc=AdoAQ3Lj1sszVo1KQjd1f2Zl_yMUk-76cDpjyE7LtUAIQGmcnM3hovWBlw4J1_3Rkd0&_nc_zt=14&_nc_ht=scontent-ord5-1.xx&_nc_gid=3FDhUTfRq0CUcRQqMA3Q9g&_nc_ss=72289&oh=00_AQEAY9KNb1LDAErtYbcl3WAlOJVwiBD6tbQvqQkmIaaG6Q&oe=6A7093F5,https://web.facebook.com/groups/4703268329726449
Bawang Goreng Nusantara,27433443452948947,2026-07-29T23:22:27.000Z,Madan Angkat,61579100950462,https://www.facebook.com/61579100950462,Canter aceh,,,0,0,0,False,https://www.facebook.com/groups/4703268329726449/permalink/27433443452948947/,https://scontent-ord5-3.xx.fbcdn.net/v/t15.5256-10/756814423_3105483956311505_271669158243595174_n.jpg?stp=dst-jpg_tt6&cstp=mx1080x1920&ctp=s960x960&_nc_cat=110&ccb=1-7&_nc_sid=5fad0e&_nc_ohc=Xna456KHAvMQ7kNvwFtZ-6k&_nc_oc=AdoaSOxFhkoTOYJ0wFC7ir0I_4xjwMTxFhbLyZadco9gNnz8fOKqTE7SI6Q1lNfMVfE&_nc_zt=23&_nc_ht=scontent-ord5-3.xx&_nc_gid=3FDhUTfRq0CUcRQqMA3Q9g&_nc_ss=72289&oh=00_AQEfRMJIqaXoNaHWex992mnUcuOeavjRKN_6GZYdS4NSMQ&oe=6A706B5E,https://web.facebook.com/groups/4703268329726449
Bawang Goreng Nusantara,27433123992980893,2026-07-29T22:32:52.000Z,Bengkel Wajan Stainless,61563382163400,https://www.facebook.com/61563382163400,"wajan penggorengan stainless ukuran 115cm tebal 2mili sambungan 1mili tinggi 25cm 

info pemesanan wa +62 815-7326-1378",May be an image of foundry,,0,0,0,False,https://www.facebook.com/groups/4703268329726449/permalink/27433123992980893/,https://scontent-ord5-1.xx.fbcdn.net/v/t39.99422-6/750617434_1688269615798165_6094319334324325299_n.png?stp=dst-jpg_tt6&cstp=mx1524x2032&ctp=p526x296&_nc_cat=106&ccb=1-7&_nc_sid=833d8c&_nc_ohc=zSuD_twv-TQQ7kNvwHw4eKK&_nc_oc=Adq6G3wsv2BRtwXQf_13vjET1dbmPLhAm6mNcylZVBMh21VPfBbVfVRnTDr1cWQ9Stw&_nc_zt=14&_nc_ht=scontent-ord5-1.xx&_nc_gid=3FDhUTfRq0CUcRQqMA3Q9g&_nc_ss=72289&oh=00_AQH0M4Cz_srnWDu4bwh2ta-1UWO-U4O4FusDXIrN6LVUgw&oe=6A708298,https://web.facebook.com/groups/4703268329726449
Bawang Goreng Nusantara,27429664363326856,2026-07-29T15:30:15.000Z,Ratna Intan,61584298797716,https://www.facebook.com/61584298797716,"Brambang goreng readyy setiap hari
Harga murahh pollll, melayani ecer ,partai kecil dan partai besar

Ready Grade A , grade B , murnian

Siap kirim ke seluruh indonesia.. 

wa 085877380535",May be an image of sea moss | May be an image of anchovies,,1,0,10,True,https://www.facebook.com/groups/4703268329726449/permalink/27429664363326856/,https://www.facebook.com/media/set/?set=pcb.27429664363326856&type=1 | https://scontent.fabe1-1.fna.fbcdn.net/v/t39.30808-6/759796438_122138564853143293_519263604660905688_n.jpg?stp=dst-jpg_tt6&cstp=mx1536x2048&ctp=s590x590&_nc_cat=108&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=EbP60G9YNosQ7kNvwFe495U&_nc_oc=Adraxp8e4-g5MlkYZdISd7L4uNKOfxx-LvHBDXp-nmrjgFTT9WQamcGjER7iI_hwZpE&_nc_zt=23&_nc_ht=scontent.fabe1-1.fna&_nc_gid=7qb8X1vKB8jsCLY70RdQuA&_nc_ss=72289&oh=00_AQFP8v2_t8GzPk8Ar-ZVdRYrKRxDwUgKrhhSxmltZAwAXw&oe=6A707EE2 | https://scontent.fabe1-1.fna.fbcdn.net/v/t15.5256-10/758377009_1583161716786956_4233035057250644045_n.jpg?stp=dst-jpg_tt6&cstp=mx478x850&ctp=s590x590&_nc_cat=104&ccb=1-7&_nc_sid=117846&_nc_ohc=OBa_P2nPH34Q7kNvwFa5xKc&_nc_oc=Adplpi3k6kRsjhu0qkcG9uBZb2B3Zvv7Fq7IqxXj6qj-Em8M1-WMp3spOOhiEFmhalQ&_nc_zt=23&_nc_ht=scontent.fabe1-1.fna&_nc_gid=7qb8X1vKB8jsCLY70RdQuA&_nc_ss=72289&oh=00_AQHVTTQiKYKxSvyW5Mzu34rAmoCldIoNaqIYLJJaU3JXuw&oe=6A708C36 | https://scontent.fabe1-1.fna.fbcdn.net/v/t39.30808-6/758153841_122138564865143293_6214501761102091144_n.jpg?stp=dst-jpg_tt6&cstp=mx1536x2048&ctp=s590x590&_nc_cat=108&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=etmrP8z6Bw4Q7kNvwEFjLDe&_nc_oc=AdrlYNAtrXy_jNQT4Apqj-i3HpI5wjnDEscwg5F9dw_fA5Q4votOa9O8JCvnYM53MyM&_nc_zt=23&_nc_ht=scontent.fabe1-1.fna&_nc_gid=7qb8X1vKB8jsCLY70RdQuA&_nc_ss=72289&oh=00_AQGPvV12g0JTLISgPwQrFNjZEDI65nMw5ErK__TJO3UVTQ&oe=6A70866A | https://scontent.fwbw1-1.fna.fbcdn.net/v/t15.5256-10/760424063_1556524816183196_670219135248982263_n.jpg?stp=dst-jpg_tt6&cstp=mx1080x1920&ctp=s590x590&_nc_cat=109&ccb=1-7&_nc_sid=117846&_nc_ohc=3-3chQdwWJYQ7kNvwG7WzUq&_nc_oc=AdouMLY9ONU_mu0DufUmTWA3nKopvrCdhWhuiAFMj6-1N-1_sQohK6k0I0HMICuDZ44&_nc_zt=23&_nc_ht=scontent.fwbw1-1.fna&_nc_gid=7qb8X1vKB8jsCLY70RdQuA&_nc_ss=72289&oh=00_AQG-jHJCz_j8OQwmaxgHrzKVhTAWSHFAVees28g2xrvthQ&oe=6A708D83,https://web.facebook.com/groups/4703268329726449
Bawang Goreng Nusantara,27428368150123144,2026-07-29T13:18:31.000Z,Khalim Bagor Kalim,61579274820118,https://www.facebook.com/61579274820118,Sek angett,,,2,0,0,True,https://www.facebook.com/groups/4703268329726449/permalink/27428368150123144/,https://scontent.fwbw1-1.fna.fbcdn.net/v/t15.5256-10/756768054_1331631762455198_4520247276238592098_n.jpg?stp=dst-jpg_tt6&cstp=mx1080x1920&ctp=s960x960&_nc_cat=109&ccb=1-7&_nc_sid=117846&_nc_ohc=G6ne6XYcJkYQ7kNvwEiW91u&_nc_oc=Adqmnfk9tASMiqWWHgF9HNSoiAdOmvPOOLNBD0ePzpGfWipX85sdmhLW-W0I7Idc3ZE&_nc_zt=23&_nc_ht=scontent.fwbw1-1.fna&_nc_gid=7qb8X1vKB8jsCLY70RdQuA&_nc_ss=72289&oh=00_AQEAwRX4KB-0yp1bdisRcFxCvQDEwkDehOoB2aTCbnYirw&oe=6A707121,https://web.facebook.com/groups/4703268329726449
Bawang Goreng Nusantara,27428077733485519,2026-07-29T12:46:29.000Z,Produsen Wajan,100005492205365,https://www.facebook.com/100005492205365,"Wajan anti bocor siap tampung untuk masak kapasitas 50 kg bisa untuk bawang goreng keripik krupuk snack gula dodol dll
Minat inbox saja 089528379069
#produsenwajanindustri
#wajanbandung",May be an image of water heater,,0,0,0,False,https://www.facebook.com/groups/4703268329726449/permalink/27428077733485519/,https://www.facebook.com/produsenwajanindustri/posts/pfbid05uKX9wQ6xvDQeDqsfVLsaSegj7wopu5ezQgjsPbWxcXFG36e438WHAX9NN5GG4Q2l | https://scontent.fabe1-1.fna.fbcdn.net/v/t39.99422-6/758964486_1593179918537842_3781531420573078922_n.png?stp=dst-jpg_tt6&cstp=mx896x1195&ctp=s590x590&_nc_cat=104&ccb=1-7&_nc_sid=833d8c&_nc_ohc=XwSrM-kektsQ7kNvwEDaJc0&_nc_oc=AdrMMlZNkfdVyVKTzVrsrd9CneG6G5iswxPiPBFPx-8gz4cA12XpV8exHdthEp130MM&_nc_zt=14&_nc_ht=scontent.fabe1-1.fna&_nc_gid=7qb8X1vKB8jsCLY70RdQuA&_nc_ss=72289&oh=00_AQGh69wWj8sVWg4MbY6lDwZWXD9pcR3plUdKulkQLSlCpw&oe=6A708C36 | https://scontent.fabe1-1.fna.fbcdn.net/v/t39.99422-6/758809156_1389338489713074_2922608380284887138_n.png?stp=dst-jpg_tt6&cstp=mx896x1195&ctp=s590x590&_nc_cat=108&ccb=1-7&_nc_sid=833d8c&_nc_ohc=d6BrlmFwJQ4Q7kNvwExq4MW&_nc_oc=Ado277L55OSq4IP5oPsFdZoVCQ3oyTg2iIHwokQQmfw4fdI774a8kQlk8X-5W0pOzjw&_nc_zt=14&_nc_ht=scontent.fabe1-1.fna&_nc_gid=7qb8X1vKB8jsCLY70RdQuA&_nc_ss=72289&oh=00_AQF3JSrw_8vTAB6P0HeE4yNlSPl_trO0zsAt3RfDn31GQA&oe=6A706828,https://web.facebook.com/groups/4703268329726449
Bawang Goreng Nusantara,27427915853501707,2026-07-29T12:28:52.000Z,Setya Setya,100045929470971,https://www.facebook.com/100045929470971,Ready bawang merah dan putih goreng lokasi semarang 081337692311,,,1,2,0,True,https://www.facebook.com/groups/4703268329726449/permalink/27427915853501707/,https://www.facebook.com/media/set/?set=pcb.27427915853501707&type=1 | https://scontent-ord5-1.xx.fbcdn.net/v/t15.5256-10/759400019_1027160170083201_7564962285148268714_n.jpg?stp=dst-jpg_tt6&cstp=mx1080x1920&ctp=s590x590&_nc_cat=111&ccb=1-7&_nc_sid=117846&_nc_ohc=vfMBBiUwbHoQ7kNvwFOsa54&_nc_oc=AdqeBVLULvnH2PECt_sAkY3uUrTdme7uv5fxuuzr0YIjd_N77AEXcTM8S-O6zV2gozVfBV_EGOR61h37cM_7lT-M&_nc_zt=23&_nc_ht=scontent-ord5-1.xx&_nc_gid=CW7UWFZ2nYjW6Cp_QJ8GjQ&_nc_ss=72289&oh=00_AQFz0aG40gsNR7FgBFJGFHcnt4UOea_wn3Qsmy3QxEFz8g&oe=6A70802E | https://scontent-ord5-1.xx.fbcdn.net/v/t15.5256-10/759383951_991955487154042_1685093270832753856_n.jpg?stp=dst-jpg_tt6&cstp=mx1080x1920&ctp=s590x590&_nc_cat=107&ccb=1-7&_nc_sid=117846&_nc_ohc=PIH3NGdaCfIQ7kNvwEwSPbP&_nc_oc=AdpWZIo0SToN8QVxAODXoUMLGTnvaeQ5hGB-50giLsKeVtbr4J_LGfbDc-gCs6YxIpVbYJkLl4LYCiZxPO9MIHMF&_nc_zt=23&_nc_ht=scontent-ord5-1.xx&_nc_gid=CW7UWFZ2nYjW6Cp_QJ8GjQ&_nc_ss=72289&oh=00_AQHwByLA5n2fEV6twrPvX9Ym9IbfXslV7ra-dgEYOyIkSw&oe=6A708C2F,https://web.facebook.com/groups/4703268329726449
